[2014/07/07 18:58:29] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 2810, 2862)
[2014/07/09 12:51:54] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 20830, 20882). Elapsed time: 01:12:59
[2014/07/09 12:51:59] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21042, 21094). Elapsed time: 01:00:20
[2014/07/09 12:56:18] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21095, 21147). Elapsed time: 01:00:41
[2014/07/09 12:57:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 20936, 20988). Elapsed time: 01:08:24
[2014/07/09 13:02:22] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21996, 22048)
[2014/07/09 13:02:53] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22049, 22101)
[2014/07/09 13:03:44] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 20989, 21041). Elapsed time: 01:12:51
[2014/07/09 13:05:07] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22102, 22154)
[2014/07/09 13:05:22] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 20883, 20935). Elapsed time: 01:19:42
[2014/07/09 13:07:30] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21148, 21200). Elapsed time: 01:11:06
[2014/07/09 13:08:21] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22155, 22207)
[2014/07/09 13:08:22] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22208, 22260)
[2014/07/09 13:10:22] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22261, 22313)
[2014/07/09 13:11:06] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22314, 22366)
[2014/07/09 13:14:50] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21307, 21359). Elapsed time: 00:56:44
[2014/07/09 13:16:19] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21201, 21253). Elapsed time: 01:05:26
[2014/07/09 13:16:27] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21413, 21465). Elapsed time: 00:57:35
[2014/07/09 13:19:36] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22367, 22419)
[2014/07/09 13:19:36] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22420, 22472)
[2014/07/09 13:20:21] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22473, 22525)
[2014/07/09 13:23:14] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21519, 21571). Elapsed time: 01:00:52
[2014/07/09 13:26:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21466, 21518). Elapsed time: 01:06:31
[2014/07/09 13:27:56] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21254, 21306). Elapsed time: 01:15:49
[2014/07/09 13:29:07] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22526, 22578)
[2014/07/09 13:29:37] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22579, 22631)
[2014/07/09 13:32:23] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22632, 22684)
[2014/07/09 13:38:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21572, 21624). Elapsed time: 01:02:29
[2014/07/09 13:39:50] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21360, 21412). Elapsed time: 01:21:44
[2014/07/09 13:41:08] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22685, 22737)
[2014/07/09 13:43:12] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21784, 21836). Elapsed time: 01:00:49
[2014/07/09 13:45:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21678, 21730). Elapsed time: 01:06:38
[2014/07/09 13:46:13] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21837, 21889). Elapsed time: 01:01:06
[2014/07/09 13:48:22] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22738, 22790)
[2014/07/09 13:49:23] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21731, 21783). Elapsed time: 01:09:44
[2014/07/09 13:51:06] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22791, 22843)
[2014/07/09 13:51:18] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21890, 21942). Elapsed time: 01:02:55
[2014/07/09 13:51:21] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22844, 22896)
[2014/07/09 13:52:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21625, 21677). Elapsed time: 01:14:28
[2014/07/09 13:53:06] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22897, 22949)
[2014/07/09 13:54:52] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22950, 23002)
[2014/07/09 14:01:38] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23003, 23055)
[2014/07/09 14:02:22] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23056, 23108)
[2014/07/09 14:02:26] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21943, 21995). Elapsed time: 01:10:33
[2014/07/09 14:05:16] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22102, 22154). Elapsed time: 01:00:08
[2014/07/09 14:07:07] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23109, 23161)
[2014/07/09 14:09:07] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23162, 23214)
[2014/07/09 14:10:19] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22208, 22260). Elapsed time: 01:01:56
[2014/07/09 14:12:47] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22049, 22101). Elapsed time: 01:09:53
[2014/07/09 14:17:52] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23215, 23267)
[2014/07/09 14:18:02] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 21996, 22048). Elapsed time: 01:15:39
[2014/07/09 14:18:21] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23268, 23320)
[2014/07/09 14:19:37] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23321, 23373)
[2014/07/09 14:25:16] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22261, 22313). Elapsed time: 01:14:52
[2014/07/09 14:26:00] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22155, 22207). Elapsed time: 01:17:38
[2014/07/09 14:28:21] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23374, 23426)
[2014/07/09 14:28:21] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23427, 23479)
[2014/07/09 14:28:38] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23480, 23532)
[2014/07/09 14:29:23] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23533, 23585)
[2014/07/09 14:31:14] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22420, 22472). Elapsed time: 01:11:37
[2014/07/09 14:33:25] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22314, 22366). Elapsed time: 01:22:18
[2014/07/09 14:37:34] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22367, 22419). Elapsed time: 01:17:58
[2014/07/09 14:39:31] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22473, 22525). Elapsed time: 01:19:09
[2014/07/09 14:41:52] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23586, 23638)
[2014/07/09 14:43:08] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23639, 23691)
[2014/07/09 14:46:50] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22579, 22631). Elapsed time: 01:17:12
[2014/07/09 14:47:39] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22632, 22684). Elapsed time: 01:15:15
[2014/07/09 14:50:39] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22685, 22737). Elapsed time: 01:09:31
[2014/07/09 14:51:56] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22738, 22790). Elapsed time: 01:03:33
[2014/07/09 14:55:23] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23692, 23744)
[2014/07/09 14:55:31] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22526, 22578). Elapsed time: 01:26:23
[2014/07/09 14:56:37] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23745, 23797)
[2014/07/09 14:58:24] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23798, 23850)
[2014/07/09 14:59:08] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23851, 23903)
[2014/07/09 15:00:20] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22844, 22896). Elapsed time: 01:08:59
[2014/07/09 15:01:29] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23003, 23055). Elapsed time: 00:59:50
[2014/07/09 15:02:55] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22950, 23002). Elapsed time: 01:08:02
[2014/07/09 15:03:53] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23904, 23956)
[2014/07/09 15:04:49] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22791, 22843). Elapsed time: 01:13:42
[2014/07/09 15:04:53] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23957, 24009)
[2014/07/09 15:05:08] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24010, 24062)
[2014/07/09 15:05:39] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24063, 24115)
[2014/07/09 15:06:24] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24116, 24168)
[2014/07/09 15:07:51] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24169, 24221)
[2014/07/09 15:10:14] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 22897, 22949). Elapsed time: 01:17:08
[2014/07/09 15:19:59] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23056, 23108). Elapsed time: 01:17:36
[2014/07/09 15:25:22] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23162, 23214). Elapsed time: 01:16:13
[2014/07/09 15:26:28] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23215, 23267). Elapsed time: 01:08:36
[2014/07/09 15:26:59] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23321, 23373). Elapsed time: 01:07:21
[2014/07/09 15:28:37] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24222, 24274)
[2014/07/09 15:28:55] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23109, 23161). Elapsed time: 01:21:47
[2014/07/09 15:29:07] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24275, 24327)
[2014/07/09 15:33:09] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24328, 24380)
[2014/07/09 15:34:21] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23374, 23426). Elapsed time: 01:05:59
[2014/07/09 15:36:39] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24381, 24433)
[2014/07/09 15:37:22] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24434, 24486)
[2014/07/09 15:37:24] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24487, 24539)
[2014/07/09 15:38:39] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24540, 24592)
[2014/07/09 15:38:45] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23533, 23585). Elapsed time: 01:09:21
[2014/07/09 15:39:10] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23268, 23320). Elapsed time: 01:20:48
[2014/07/09 15:45:23] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24593, 24645)
[2014/07/09 15:45:53] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24646, 24698)
[2014/07/09 15:47:00] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23427, 23479). Elapsed time: 01:18:39
[2014/07/09 15:50:44] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23480, 23532). Elapsed time: 01:22:05
[2014/07/09 15:55:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23586, 23638). Elapsed time: 01:14:01
[2014/07/09 16:02:32] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23957, 24009). Elapsed time: 00:57:38
[2014/07/09 16:03:53] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23745, 23797). Elapsed time: 01:07:15
[2014/07/09 16:06:23] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23692, 23744). Elapsed time: 01:11:00
[2014/07/09 16:06:36] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24699, 24751)
[2014/07/09 16:07:07] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24752, 24804)
[2014/07/09 16:07:23] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24805, 24857)
[2014/07/09 16:07:55] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24858, 24910)
[2014/07/09 16:08:08] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24911, 24963)
[2014/07/09 16:08:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25918, 25970)
[2014/07/09 16:08:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26236, 26288)
[2014/07/09 16:08:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25653, 25705)
[2014/07/09 16:08:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26289, 26341)
[2014/07/09 16:08:16] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25176, 25228)
[2014/07/09 16:08:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25865, 25917)
[2014/07/09 16:08:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25282, 25334)
[2014/07/09 16:08:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26395, 26424)
[2014/07/09 16:08:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25229, 25281)
[2014/07/09 16:08:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25759, 25811)
[2014/07/09 16:08:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26130, 26182)
[2014/07/09 16:08:17] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25441, 25493)
[2014/07/09 16:08:18] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26342, 26394)
[2014/07/09 16:08:20] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25388, 25440)
[2014/07/09 16:08:20] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26077, 26129)
[2014/07/09 16:08:20] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25070, 25122)
[2014/07/09 16:08:20] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24964, 25016)
[2014/07/09 16:08:20] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25812, 25864)
[2014/07/09 16:08:20] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25335, 25387)
[2014/07/09 16:08:20] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25017, 25069)
[2014/07/09 16:08:20] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26183, 26235)
[2014/07/09 16:08:21] Start running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25123, 25175)
[2014/07/09 16:11:51] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23798, 23850). Elapsed time: 01:13:26
[2014/07/09 16:12:00] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23639, 23691). Elapsed time: 01:28:51
[2014/07/09 16:17:48] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23851, 23903). Elapsed time: 01:18:39
[2014/07/09 16:23:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24169, 24221). Elapsed time: 01:15:46
[2014/07/09 16:23:43] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24063, 24115). Elapsed time: 01:18:03
[2014/07/09 16:28:25] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24328, 24380). Elapsed time: 00:55:16
[2014/07/09 16:31:36] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24116, 24168). Elapsed time: 01:25:11
[2014/07/09 16:32:25] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24010, 24062). Elapsed time: 01:27:16
[2014/07/09 16:37:12] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26395, 26424). Elapsed time: 00:28:55
[2014/07/09 16:44:47] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25335, 25387). Elapsed time: 00:36:26
[2014/07/09 16:45:24] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26077, 26129). Elapsed time: 00:37:04
[2014/07/09 16:45:42] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25388, 25440). Elapsed time: 00:37:22
[2014/07/09 16:45:57] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24964, 25016). Elapsed time: 00:37:36
[2014/07/09 16:46:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25070, 25122). Elapsed time: 00:37:46
[2014/07/09 16:48:26] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26183, 26235). Elapsed time: 00:40:05
[2014/07/09 16:50:34] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25017, 25069). Elapsed time: 00:42:13
[2014/07/09 16:50:35] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25812, 25864). Elapsed time: 00:42:15
[2014/07/09 16:50:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 23904, 23956). Elapsed time: 01:46:43
[2014/07/09 16:50:44] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26289, 26341). Elapsed time: 00:42:26
[2014/07/09 16:52:06] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25123, 25175). Elapsed time: 00:43:44
[2014/07/09 16:52:17] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24434, 24486). Elapsed time: 01:14:54
[2014/07/09 16:54:52] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25918, 25970). Elapsed time: 00:46:35
[2014/07/09 16:57:32] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26236, 26288). Elapsed time: 00:49:15
[2014/07/09 16:58:02] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25547, 25599). Elapsed time: 00:49:44
[2014/07/09 16:58:07] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25441, 25493). Elapsed time: 00:49:50
[2014/07/09 17:00:54] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25653, 25705). Elapsed time: 00:52:37
[2014/07/09 17:01:56] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25971, 26023). Elapsed time: 00:53:38
[2014/07/09 17:02:57] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25176, 25228). Elapsed time: 00:54:40
[2014/07/09 17:03:04] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24222, 24274). Elapsed time: 01:34:26
[2014/07/09 17:04:45] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24540, 24592). Elapsed time: 01:26:05
[2014/07/09 17:04:46] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26130, 26182). Elapsed time: 00:56:28
[2014/07/09 17:04:47] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26342, 26394). Elapsed time: 00:56:28
[2014/07/09 17:05:45] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25865, 25917). Elapsed time: 00:57:27
[2014/07/09 17:06:32] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25229, 25281). Elapsed time: 00:58:15
[2014/07/09 17:08:39] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 26024, 26076). Elapsed time: 01:00:22
[2014/07/09 17:10:10] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25282, 25334). Elapsed time: 01:01:53
[2014/07/09 17:10:37] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25600, 25652). Elapsed time: 01:02:19
[2014/07/09 17:11:39] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24487, 24539). Elapsed time: 01:34:14
[2014/07/09 17:12:14] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25494, 25546). Elapsed time: 01:03:57
[2014/07/09 17:12:47] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25759, 25811). Elapsed time: 01:04:29
[2014/07/09 17:13:38] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 25706, 25758). Elapsed time: 01:05:21
[2014/07/09 17:14:14] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24646, 24698). Elapsed time: 01:28:20
[2014/07/09 17:14:31] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24275, 24327). Elapsed time: 01:45:23
[2014/07/09 17:14:59] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24593, 24645). Elapsed time: 01:29:35
[2014/07/09 17:15:56] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24381, 24433). Elapsed time: 01:39:16
[2014/07/09 17:22:19] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24858, 24910). Elapsed time: 01:14:23
[2014/07/09 17:26:16] Finish running sift_encode_fc_sge(trecvidmed13, video-bg, fspace, hesaff, 256, 80, 0, 24805, 24857). Elapsed time: 01:18:53
